id,team_name,season,stat_name,shots,goals,xG,against_shots,GA,xGA,GP,xG-G,xGA-GA,xG-xGA,xG_per_shot,xG_per_shot_against,shots_per_goal_against,shots_against_per_game,xG_diff
91,BHA,2023,4-4-2,13.0,1.0,1.7350601637735963,9.0,3.0,0.5,11.0,0.7350601637735963,-2.5,1.2350601637735963,0.1334661664441228,0.05555555555555555,3.0,0.8181818181818182,1.2350601637735963
3,CRY,2023,4-4-2,8.0,0.0,0.9824524745345116,11.0,0.0,0.9,11.0,0.9824524745345116,0.9,0.08245247453451154,0.12280655931681395,0.08181818181818182,inf,1.0,0.08245247453451154
96,BOU,2023,4-4-2,6.0,0.0,0.7728436253964901,7.0,0.0,0.8,11.0,0.7728436253964901,0.8,-0.027156374603509947,0.12880727089941502,0.1142857142857143,inf,0.6363636363636364,-0.027156374603509947
25,LIV,2023,4-4-2,3.0,1.0,0.9168758932501078,4.0,0.0,0.5,11.0,-0.08312410674989223,0.5,0.41687589325010777,0.30562529775003594,0.125,inf,0.36363636363636365,0.41687589325010777
55,WOL,2023,4-4-2,27.0,2.0,2.1427303329110146,25.0,2.0,3.6,11.0,0.14273033291101456,1.6,-1.4572696670889855,0.07936038270040795,0.14400000000000002,12.5,2.272727272727273,-1.4572696670889855
12,AVL,2023,4-4-2,72.0,11.0,11.895250798203051,55.0,8.0,8.6,11.0,0.8952507982030511,0.5999999999999996,3.2952507982030514,0.16521181664170903,0.15636363636363634,6.875,5.0,3.2952507982030514
42,SHU,2023,4-4-2,14.0,1.0,1.4388916185125709,27.0,7.0,4.5,11.0,0.43889161851257086,-2.5,-3.061108381487429,0.10277797275089792,0.16666666666666666,3.857142857142857,2.4545454545454546,-3.061108381487429
49,LUT,2023,4-4-2,26.0,2.0,2.7032434986904263,34.0,3.0,5.7,11.0,0.7032434986904263,2.7,-2.996756501309574,0.10397090379578564,0.16764705882352943,11.333333333333334,3.090909090909091,-2.996756501309574
59,WHU,2023,4-4-2,12.0,2.0,2.0809956081211567,17.0,3.0,2.9,11.0,0.08099560812115669,-0.10000000000000009,-0.8190043918788432,0.17341630067676306,0.17058823529411765,5.666666666666667,1.5454545454545454,-0.8190043918788432
28,BUR,2023,4-4-2,30.0,2.0,2.421467994339764,32.0,7.0,6.0,11.0,0.4214679943397641,-1.0,-3.578532005660236,0.08071559981132546,0.1875,4.571428571428571,2.909090909090909,-3.578532005660236
66,EVE,2023,4-4-2,8.0,0.0,0.6499180612154305,3.0,1.0,0.6,11.0,0.6499180612154305,-0.4,0.04991806121543052,0.08123975765192881,0.19999999999999998,3.0,0.2727272727272727,0.04991806121543052
87,BRF,2023,4-4-2,7.0,2.0,1.9414506535977125,0.0,0.0,0.0,11.0,-0.05854934640228748,0.0,1.9414506535977125,0.2773500933711018,,,0.0,1.9414506535977125
